Age,DailyRate,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
42,532,1,4,2,319,3,1,58,3,5,4,19232,4933,1,0,11,3,4,0,22,3,3,22,17,11,15,0
59,818,2,6,2,321,2,1,52,3,1,3,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2,0
50,854,0,1,4,323,4,0,68,3,5,4,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6,0
33,813,1,14,3,325,3,1,58,3,1,4,2436,22149,5,1,13,3,3,1,8,2,1,5,4,0,4,1
43,1034,0,16,3,327,4,0,80,3,4,4,16064,7744,5,1,22,4,3,1,22,3,3,17,13,1,9,0
33,465,1,2,2,328,1,0,39,3,1,1,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7,1
52,771,0,2,4,329,1,1,79,2,5,3,19068,21030,1,1,18,3,4,0,33,2,4,33,7,15,12,0
32,1401,0,4,2,330,3,0,56,3,1,2,3931,20990,2,0,11,3,1,1,6,5,3,4,3,1,2,0
32,515,1,1,3,331,4,1,62,2,1,3,3730,9571,0,1,14,3,4,0,4,2,1,3,2,1,2,1
39,1431,1,1,4,332,3,0,96,3,1,3,2232,15417,7,0,14,3,3,3,7,1,3,3,2,1,2,0
32,976,0,26,4,333,3,1,100,3,2,4,4465,12069,0,0,18,3,1,0,4,2,3,3,2,2,2,0
41,1411,1,19,2,334,3,1,36,3,2,1,3072,19877,2,0,16,3,1,2,17,2,2,1,0,0,0,0
40,1300,1,24,2,335,1,1,62,3,2,4,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7,0
45,252,1,1,3,336,3,1,70,4,5,4,19202,15970,0,0,11,3,3,1,25,2,3,24,0,1,7,0
31,1327,1,3,4,337,2,1,73,3,3,3,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2,0
33,832,1,5,4,338,3,0,63,2,1,4,2911,14776,1,0,13,3,3,1,2,2,2,2,2,0,2,0
34,470,1,2,4,339,4,1,84,2,2,1,5957,23687,6,0,13,3,2,1,13,3,3,11,9,5,9,0
37,1017,1,1,2,340,3,0,83,2,1,1,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2,0
45,1199,1,7,4,341,1,1,77,4,2,3,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2,0
37,504,1,10,3,342,1,1,61,3,3,3,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0,1
39,505,1,2,4,343,3,0,64,3,3,3,10938,6420,0,0,25,4,4,0,20,1,3,19,6,11,8,0
29,665,1,15,3,346,3,1,60,3,1,4,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5,0
42,916,1,17,2,347,4,0,82,4,2,1,6545,23016,3,1,13,3,3,0,10,1,3,3,2,0,2,0
29,1247,0,20,2,349,4,1,45,3,2,4,6931,10732,2,0,14,3,4,1,10,2,3,3,2,0,2,0
25,685,1,1,3,350,1,0,62,3,2,3,4898,7505,0,0,12,3,4,2,5,3,3,4,2,1,2,0
42,269,1,2,3,351,4,0,56,2,1,1,2593,8007,0,1,11,3,3,1,10,4,3,9,6,7,8,0
40,1416,1,2,2,352,1,1,49,3,5,3,19436,5949,0,0,19,3,4,1,22,5,3,21,7,3,9,0
51,833,1,1,3,353,3,1,96,3,1,4,2723,23231,1,0,11,3,2,0,1,0,2,1,0,0,0,0
31,307,1,29,2,355,3,1,71,2,1,2,3479,11652,0,0,11,3,2,0,6,2,4,5,4,1,4,1
32,1311,1,7,3,359,2,1,100,4,1,2,2794,26062,1,0,20,4,3,0,5,3,1,5,1,0,3,0
38,1327,0,2,2,361,4,1,39,2,2,4,5249,19682,3,0,18,3,4,1,13,0,3,8,7,7,5,0
32,128,1,2,1,362,4,1,84,2,2,1,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4,0
46,488,0,2,3,363,3,0,75,1,4,2,16872,14977,3,1,12,3,2,1,28,2,2,7,7,7,7,0
28,529,1,2,4,364,1,1,79,3,1,3,3485,14935,2,0,11,3,3,0,5,5,1,0,0,0,0,1
29,1210,0,2,3,366,1,1,78,2,2,2,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0,0
31,1463,1,23,3,367,2,1,64,2,2,4,5582,14408,0,0,21,4,2,1,10,2,3,9,0,7,8,0
25,675,1,5,2,369,2,1,85,4,2,1,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5,0
45,1385,1,20,2,372,3,1,79,3,4,4,13496,7501,0,1,14,3,2,0,21,2,3,20,7,4,10,0
36,1403,1,6,3,373,4,1,47,3,1,4,3210,20251,0,0,11,3,3,1,16,4,3,15,13,10,11,0
55,452,1,1,3,374,4,1,81,3,5,1,19045,18938,0,1,14,3,3,0,37,2,3,36,10,4,13,0
47,666,1,29,4,376,1,1,88,3,3,2,11849,10268,1,1,12,3,4,1,10,2,2,10,7,9,9,1
28,1158,1,9,3,377,4,1,94,3,1,4,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4,0
37,228,0,6,4,378,3,1,98,3,2,4,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1,0
21,996,1,3,2,379,4,1,100,2,1,3,3230,10531,1,0,17,3,1,0,3,4,4,3,2,1,0,0
37,728,1,1,4,380,1,0,80,3,3,4,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2,0
35,1315,1,22,3,381,2,0,71,4,3,2,11996,19100,7,0,18,3,2,1,10,6,2,7,7,6,2,0
38,322,0,7,2,382,1,0,44,4,2,1,5605,19191,1,1,24,4,3,1,8,3,3,8,0,7,7,0
26,1479,1,1,3,384,3,0,84,3,2,2,6397,26767,1,0,20,4,1,1,6,6,1,6,5,1,4,0
50,797,1,4,1,385,1,1,96,3,5,2,19144,15815,3,0,14,3,1,2,28,4,2,10,4,1,6,0
53,1070,1,3,4,386,3,1,45,3,4,3,17584,21016,3,1,16,3,4,3,21,5,2,5,3,1,3,0
42,635,0,1,1,387,2,1,99,3,2,3,4907,24532,1,0,25,4,3,0,20,3,3,20,16,11,6,0
29,442,0,2,2,388,2,1,44,3,2,4,4554,20260,1,0,18,3,1,0,10,3,2,10,7,0,9,0
55,147,1,20,2,389,2,1,37,3,2,4,5415,15972,3,1,19,3,4,1,12,4,3,10,7,0,8,0
26,496,1,11,2,390,1,1,60,3,2,1,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3,0
37,1372,1,1,3,391,4,0,42,3,1,4,2115,15881,1,0,12,3,2,0,17,3,3,17,12,5,7,0
44,920,1,24,3,392,4,1,43,3,1,3,3161,19920,3,1,22,4,4,1,19,0,1,1,0,0,0,1
38,688,1,23,4,393,4,1,82,3,2,4,5745,18899,9,0,14,3,2,1,10,2,3,2,2,1,2,0
26,1449,1,16,4,394,1,1,45,3,1,2,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2,1
28,1117,1,8,2,395,4,0,66,3,1,4,3310,4488,1,0,21,4,4,0,5,3,3,5,3,0,2,0
49,636,1,10,4,396,3,0,35,3,5,1,18665,25594,9,1,11,3,4,0,22,4,3,3,2,1,2,0
36,506,1,3,3,397,3,1,30,3,2,2,4485,26285,4,0,12,3,4,0,10,2,3,8,0,7,7,0
31,444,0,5,3,399,4,0,84,3,1,2,2789,3909,1,0,11,3,3,1,2,5,2,2,2,2,2,0
26,950,0,4,4,401,4,1,48,2,2,4,5828,8450,1,1,12,3,2,0,8,0,3,8,7,7,4,1
37,889,1,9,3,403,2,1,53,3,1,4,2326,11411,1,1,12,3,3,3,4,3,2,4,2,1,2,0
42,555,0,26,3,404,3,0,77,3,4,2,13525,14864,5,0,14,3,4,1,23,2,4,20,4,4,8,0
18,230,1,3,3,405,3,1,54,3,1,3,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0,1
35,1232,0,16,3,406,3,1,96,3,3,2,8020,5100,0,0,15,3,3,2,12,3,2,11,9,6,9,0
36,566,1,18,4,407,3,1,81,4,1,4,3688,7122,4,0,18,3,4,2,4,2,3,1,0,0,0,0
51,1302,1,2,3,408,4,1,84,1,2,2,5482,16321,5,0,18,3,4,1,13,3,3,4,1,1,2,0
41,334,0,2,4,410,4,1,88,3,4,2,16015,15896,1,0,19,3,2,0,22,2,3,22,10,0,4,0
18,812,0,10,3,411,4,0,69,2,1,3,1200,9724,1,0,12,3,1,0,0,2,3,0,0,0,0,0
28,1476,1,16,2,412,2,1,68,4,2,1,5661,4824,0,0,19,3,3,0,9,2,3,8,3,0,7,0
31,218,0,7,3,416,2,1,100,4,2,4,6929,12241,4,0,11,3,2,1,10,3,2,8,7,7,7,0
39,1132,1,1,3,417,3,1,48,4,3,4,9613,10942,0,0,17,3,1,3,19,5,2,18,10,3,7,0
36,1105,1,24,4,419,2,0,47,3,2,2,5674,6927,7,0,15,3,3,1,11,3,3,9,8,0,8,0
32,906,0,7,3,420,4,1,91,2,2,3,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8,0
38,849,1,25,2,421,1,0,81,2,3,2,12061,26707,3,0,17,3,3,1,19,2,3,10,8,0,1,0
58,390,1,1,4,422,4,1,32,1,2,3,5660,17056,2,1,13,3,4,1,12,2,3,5,3,1,2,0
31,691,1,5,4,423,3,1,86,3,1,4,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3,0
31,106,2,2,3,424,1,1,62,2,2,1,6410,17822,3,0,12,3,4,0,9,1,3,2,2,1,0,0
45,1249,1,7,3,425,1,1,97,3,3,1,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11,0
31,192,1,2,4,426,3,1,32,3,1,4,2695,7747,0,1,18,3,2,1,3,2,1,2,2,2,2,0
33,553,1,5,4,428,4,0,74,3,3,2,11878,23364,6,0,11,3,2,2,12,2,3,10,6,8,8,0
39,117,1,10,1,429,3,1,99,3,4,1,17068,5355,1,1,14,3,4,0,21,3,3,21,9,11,10,0
43,185,1,10,4,430,3,0,33,3,1,4,2455,10675,0,0,19,3,1,0,9,5,3,8,7,1,7,0
49,1091,1,1,2,431,3,0,90,2,4,3,13964,17810,7,1,12,3,4,0,25,2,3,7,1,0,7,0
52,723,1,8,4,433,3,1,85,2,2,2,4941,17747,2,0,15,3,1,0,11,3,2,8,2,7,7,1
27,1220,1,5,3,434,3,0,85,3,1,2,2478,20938,1,1,12,3,2,0,4,2,2,4,3,1,2,0
32,588,0,8,2,436,3,0,65,2,2,2,5228,24624,1,1,11,3,4,0,13,2,3,13,12,11,9,0
27,1377,0,2,3,437,4,1,74,3,2,3,4478,5242,1,1,11,3,1,0,5,3,3,5,4,0,4,0
31,691,0,7,3,438,4,1,73,3,2,4,7547,7143,4,0,12,3,4,3,13,3,3,7,7,1,7,0
32,1018,1,2,4,439,1,0,74,4,2,4,5055,10557,7,0,16,3,3,0,10,0,2,7,7,0,7,0
28,1157,1,2,4,440,1,1,84,1,1,4,3464,24737,5,1,13,3,4,0,5,4,2,3,2,2,2,1
30,1275,1,28,2,441,4,0,64,3,2,4,5775,11934,1,0,13,3,4,2,11,2,3,10,8,1,9,0
31,798,1,7,2,442,3,0,48,2,3,3,8943,14034,1,0,24,4,1,1,10,2,3,10,9,8,9,0
39,672,1,7,2,444,3,1,54,2,5,4,19272,21141,1,0,15,3,1,1,21,2,3,21,9,13,3,0
39,1162,0,3,2,445,4,0,41,3,2,3,5238,17778,4,1,18,3,1,0,12,3,2,1,0,0,0,1
33,508,0,10,3,446,2,1,46,2,2,4,4682,4317,3,0,14,3,3,0,9,6,2,7,7,0,1,0
47,1482,1,5,5,447,4,1,42,3,5,3,18300,16375,4,0,11,3,2,1,21,2,3,3,2,1,1,0
43,559,1,10,4,448,3,0,82,2,2,3,5257,6227,1,0,11,3,2,1,9,3,4,9,7,0,0,0
27,210,0,1,1,449,3,1,73,3,2,2,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4,0
54,928,1,20,4,450,4,0,31,3,2,3,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3,0
43,1001,1,7,3,451,3,0,43,3,3,1,9985,9262,8,0,16,3,1,1,10,1,2,1,0,0,0,0
45,549,1,8,4,452,4,1,75,3,2,4,3697,9278,9,0,14,3,1,2,12,3,3,10,9,9,8,0
40,1124,0,1,2,453,2,1,57,1,2,4,7457,13273,2,1,22,4,3,3,6,2,2,4,3,0,2,0
29,318,1,8,4,454,2,1,77,1,1,1,2119,4759,1,1,11,3,4,0,7,4,2,7,7,0,7,1
29,738,1,9,5,455,2,1,30,2,1,4,3983,7621,0,0,17,3,3,0,4,2,3,3,2,2,2,0
30,570,0,5,3,456,4,0,30,2,2,3,6118,5431,1,0,13,3,3,3,10,2,3,10,9,1,2,0
27,1130,0,8,4,458,2,0,56,3,2,2,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7,0
37,1192,1,5,2,460,4,1,61,3,2,4,6347,23177,7,0,16,3,3,2,8,2,2,6,2,0,4,0
38,343,1,15,2,461,3,1,92,2,3,4,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9,0
31,1232,1,7,4,462,3,0,39,3,3,4,7143,25713,1,1,14,3,3,0,11,2,2,11,9,4,10,0
29,144,0,10,1,463,4,0,39,2,2,2,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7,0
35,1296,1,5,4,464,3,1,62,3,3,2,8095,18264,0,0,13,3,4,0,17,5,3,16,6,0,13,0
23,1309,1,26,1,465,3,1,83,3,1,4,2904,16092,1,0,12,3,3,2,4,2,2,4,2,0,2,0
41,483,1,6,3,466,4,1,95,2,2,2,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2,0
47,1309,0,4,1,467,2,1,99,3,2,3,2976,25751,3,0,19,3,1,0,5,3,3,0,0,0,0,0
42,810,1,23,5,468,1,0,44,3,4,4,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0,0
29,746,0,2,3,469,4,1,61,3,2,3,4649,16928,1,0,14,3,1,1,4,3,2,4,3,0,2,0
42,544,2,2,1,470,3,1,52,3,1,3,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0,0
32,1062,1,2,3,471,3,0,75,3,1,2,2370,3956,1,0,13,3,3,1,8,4,3,8,0,0,7,0
48,530,0,29,1,473,1,0,91,3,3,3,12504,23978,3,0,21,4,2,1,15,3,1,0,0,0,0,0
37,1319,1,6,3,474,3,1,51,4,2,1,5974,17001,4,1,13,3,1,2,13,2,3,7,7,6,7,0
30,641,0,25,2,475,4,0,85,3,2,3,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2,0
26,933,0,1,3,476,3,1,57,3,2,3,5296,20156,1,0,17,3,2,1,8,3,3,8,7,7,7,0
42,1332,1,2,4,477,1,1,98,2,2,4,6781,17078,3,0,23,4,2,0,14,6,3,1,0,0,0,0
21,756,0,1,1,478,1,0,99,2,1,2,2174,9150,1,1,11,3,3,0,3,3,3,3,2,1,2,1
36,845,0,1,5,479,4,0,45,3,2,4,6653,15276,4,0,15,3,2,0,7,6,3,1,0,0,0,0
36,541,0,3,4,481,1,1,48,2,3,4,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12,0
57,593,1,1,4,482,4,1,88,3,2,3,6755,2967,2,0,11,3,3,0,15,2,3,3,2,1,2,0
40,1171,1,10,4,483,4,0,46,4,1,3,2213,22495,3,1,13,3,3,1,10,3,3,7,7,1,7,0
21,895,0,9,2,484,1,1,39,3,1,4,2610,2851,1,0,24,4,3,0,3,3,2,3,2,2,2,0
33,350,0,5,3,485,4,0,34,3,1,3,2851,9150,1,1,13,3,2,0,1,2,3,1,0,0,0,1
37,921,1,10,3,486,3,0,98,3,1,1,3452,17663,6,0,20,4,2,1,17,3,3,5,4,0,3,0
46,1144,1,7,4,487,3,0,30,3,2,3,5258,16044,2,0,14,3,3,0,7,2,4,1,0,0,0,0
41,143,0,4,3,488,1,1,56,3,2,2,9355,9558,1,0,18,3,3,0,8,5,3,8,7,7,7,1
50,1046,1,10,3,491,4,1,100,2,3,4,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3,0
40,575,0,22,2,492,3,1,68,2,2,3,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0,1
31,408,1,9,4,493,3,1,42,2,1,2,2657,7551,0,1,16,3,4,0,3,5,3,2,2,2,2,0
21,156,0,12,3,494,3,0,90,4,1,2,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0,1
29,1283,1,23,3,495,4,1,54,3,1,4,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2,0
35,755,1,9,4,496,3,1,97,2,2,2,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0,0
27,1469,1,1,2,497,4,1,82,3,1,2,3816,17881,1,0,11,3,2,1,5,2,3,5,2,0,4,0
28,304,0,9,4,498,2,1,92,3,2,4,5253,20750,1,0,16,3,4,0,7,1,3,7,5,0,7,0
49,1261,1,7,3,499,2,1,31,2,3,3,10965,12066,8,0,24,4,3,0,26,2,3,5,2,0,0,0
51,1178,0,14,2,500,3,0,87,3,2,4,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,0
36,329,1,2,3,501,4,0,96,3,1,3,2543,11868,4,0,13,3,2,1,6,3,3,2,2,2,2,0
34,1362,0,19,3,502,1,1,67,4,2,4,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4,1
55,1311,1,2,3,505,3,0,97,3,4,4,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2,0
24,1371,0,10,4,507,4,0,77,3,2,3,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3,0
30,202,0,2,1,508,3,1,72,3,1,2,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,0
26,575,1,3,1,510,3,1,73,3,1,1,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4,1
22,253,1,11,3,511,1,0,43,3,1,2,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2,0
36,164,0,2,2,513,2,1,61,2,3,3,7596,3809,1,0,13,3,2,2,10,2,3,10,9,9,0,0
30,464,1,4,3,514,3,1,40,3,1,4,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0,1
37,1107,1,14,3,515,4,0,95,3,1,1,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17,0
40,759,0,2,2,516,4,0,46,3,2,2,5715,22553,7,0,12,3,3,2,8,5,3,5,4,1,3,0
42,201,1,1,4,517,2,0,95,3,1,1,2576,20490,3,0,16,3,2,1,8,5,3,5,2,1,2,0
37,1305,1,10,4,518,3,1,49,3,2,2,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1,0
43,982,1,12,3,520,1,1,59,2,4,2,14336,4345,1,0,11,3,3,1,25,3,3,25,10,3,9,0
40,555,1,2,3,521,2,0,78,2,2,3,3448,13436,6,0,22,4,2,1,20,3,3,1,0,0,0,0
54,821,1,5,2,522,1,1,86,3,5,1,19406,8509,4,0,11,3,3,1,24,4,2,4,2,1,2,0
34,1381,0,4,4,523,3,0,72,3,2,3,6538,12740,9,0,15,3,1,1,6,3,3,3,2,1,2,0
31,480,1,7,2,524,2,0,31,3,2,1,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,0
43,313,1,21,3,525,4,1,61,3,1,4,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2,0
43,1473,1,8,4,526,3,0,74,3,2,3,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2,0
25,891,0,4,2,527,2,0,99,2,2,4,4487,12090,1,1,11,3,2,0,5,3,3,5,4,1,3,0
37,1063,1,25,5,529,2,0,72,3,2,3,4449,23866,3,1,15,3,1,2,15,2,3,13,11,10,7,0
31,329,1,1,2,530,4,1,98,2,1,1,2218,16193,1,0,12,3,3,1,4,3,3,4,2,3,2,0
39,1218,1,1,1,531,2,1,52,3,5,3,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6,0
56,906,0,6,3,532,3,0,86,4,4,1,13212,18256,9,0,11,3,4,3,36,0,2,7,7,7,7,0
30,1082,0,12,3,533,2,0,83,3,2,3,6577,19558,0,0,11,3,2,0,6,6,3,5,4,4,4,0
41,645,0,1,3,534,2,1,49,4,3,1,8392,19566,1,0,16,3,3,1,10,2,3,10,7,0,7,0
28,1300,1,17,2,536,3,1,79,3,2,1,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,0
25,688,1,3,3,538,1,1,91,3,1,1,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,1
52,319,1,3,3,543,4,1,39,2,3,3,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4,0
45,192,1,10,2,544,1,1,69,3,1,4,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,0
52,1490,1,4,2,546,4,0,30,3,4,4,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,0
42,532,1,29,2,547,1,0,92,3,2,3,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2,0
30,317,1,2,3,548,3,0,43,1,2,4,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2,0
60,422,1,7,3,549,1,0,41,3,5,1,19566,3854,5,0,11,3,4,0,33,5,1,29,8,11,10,0
46,1485,1,18,3,550,3,0,87,3,2,3,4810,26314,2,0,14,3,3,1,19,5,2,10,7,0,8,0
42,1368,1,28,4,551,4,0,88,2,2,4,4523,4386,0,0,11,3,4,3,7,4,4,6,5,0,4,0
24,1448,0,1,1,554,1,0,62,3,1,2,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,1
34,296,0,6,2,555,4,0,33,1,1,3,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0,1
38,1490,1,2,2,556,4,1,42,3,1,4,1702,12106,1,1,23,4,3,1,1,3,3,1,0,0,0,0
40,1398,0,2,4,558,3,0,79,3,5,3,18041,13022,0,0,14,3,4,0,21,2,3,20,15,1,12,0
26,1349,1,23,3,560,1,0,90,3,1,4,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2,0
30,1400,1,3,3,562,3,1,53,3,1,4,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4,0
29,986,1,3,4,564,2,1,93,2,3,3,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,0
29,408,1,25,5,565,3,0,71,2,1,2,2546,18300,5,0,16,3,2,0,6,2,4,2,2,1,1,1
19,489,2,2,2,566,1,1,52,2,1,4,2564,18437,1,0,12,3,3,0,1,3,4,1,0,0,0,1
30,1398,0,22,4,567,3,0,69,3,3,1,8412,2890,0,0,11,3,3,0,10,3,3,9,8,7,8,0
57,210,0,29,3,568,1,1,56,2,4,4,14118,22102,3,0,12,3,3,1,32,3,2,1,0,0,0,0
50,1099,1,29,4,569,2,1,88,2,4,3,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7,0
30,1116,1,2,3,571,3,0,49,3,1,4,2564,7181,0,0,14,3,3,0,12,2,2,11,7,6,7,0
60,1499,0,28,3,573,3,0,80,2,3,1,10266,2845,4,0,19,3,4,0,22,5,4,18,13,13,11,0
47,983,1,2,2,574,1,0,65,3,2,4,5070,7389,5,0,13,3,3,3,20,2,3,5,0,0,4,0
46,1009,1,2,3,575,1,1,51,3,4,3,17861,2288,6,0,13,3,3,0,26,2,1,3,2,0,1,0
35,144,1,22,3,577,4,1,46,1,1,3,4230,19225,0,0,15,3,3,0,6,2,3,5,4,4,3,0
54,548,1,8,4,578,3,0,42,3,2,3,3780,23428,7,0,11,3,3,0,19,3,3,1,0,0,0,0
34,1303,1,2,4,579,4,1,62,2,1,3,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7,0
46,1125,0,10,3,580,3,0,94,2,3,4,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2,0
31,1274,1,9,1,581,3,1,33,3,3,2,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,0
33,1277,1,15,1,582,2,1,56,3,3,3,13610,24619,7,1,12,3,4,0,15,2,4,7,6,7,7,1
33,587,1,10,1,584,1,1,38,1,1,4,3408,6705,7,0,13,3,1,3,8,2,3,4,3,1,3,1
30,413,0,7,1,585,4,1,57,3,1,2,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2,0
35,1276,1,16,3,586,4,1,72,3,3,3,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,0
31,534,1,20,3,587,1,1,66,3,3,3,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,1
34,988,2,23,3,590,2,0,43,3,3,1,9950,11533,9,1,15,3,3,3,11,2,3,3,2,0,2,1
42,1474,1,5,2,591,2,1,97,3,1,3,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0,0
36,635,0,10,4,592,2,1,32,3,3,4,9980,15318,1,0,14,3,4,0,10,3,2,10,3,9,7,0
22,1368,1,4,1,593,3,1,99,2,1,3,3894,9129,5,0,16,3,3,0,4,3,3,2,2,1,2,1
48,163,0,2,5,595,2,0,37,3,2,4,4051,19658,2,0,14,3,1,1,14,2,3,9,7,6,7,0
55,1117,0,18,5,597,1,0,83,3,4,2,16835,9873,3,0,23,4,4,0,37,2,3,10,9,7,7,0
41,267,0,10,2,599,4,1,56,3,2,4,6230,13430,7,0,14,3,4,0,16,3,3,14,3,1,10,0
35,619,0,1,3,600,2,1,85,3,2,3,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,0
40,302,1,6,3,601,2,0,75,3,4,3,13237,20364,7,0,15,3,3,0,22,3,3,20,6,5,13,0
39,443,1,8,1,602,3,0,48,3,1,3,3755,17872,1,0,11,3,1,1,8,3,3,8,3,0,7,0
31,828,0,2,1,604,2,1,77,3,2,4,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,0
42,319,1,24,3,605,4,1,56,3,3,1,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8,0
45,561,0,2,3,606,4,1,61,3,2,2,4805,16177,0,0,19,3,2,1,9,3,4,8,7,3,7,0
26,426,2,17,4,608,2,0,58,3,1,3,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0,1
29,232,1,19,3,611,4,1,34,3,2,4,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2,0
33,922,1,1,5,612,1,0,95,4,4,3,16184,22578,4,0,19,3,3,1,10,2,3,6,1,0,5,0
31,688,0,7,3,613,3,1,44,2,3,4,11557,25291,9,0,21,4,3,1,10,3,2,5,4,0,1,0
18,1306,0,5,3,614,2,1,69,3,1,2,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,1
40,1094,0,28,3,615,3,1,58,1,3,1,10932,11373,3,0,15,3,3,1,20,2,3,1,0,0,1,0
41,509,1,2,4,616,1,0,62,2,2,3,6811,2112,2,1,17,3,1,0,10,3,3,8,7,0,7,0
26,775,0,29,2,618,1,1,45,3,2,3,4306,4267,5,0,12,3,1,2,8,5,3,0,0,0,0,0
35,195,0,1,3,620,1,0,80,3,2,3,4859,6698,1,0,16,3,4,0,5,3,3,5,4,0,3,0
34,258,0,21,4,621,4,1,74,4,2,4,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,0
26,471,1,24,3,622,3,1,66,1,1,4,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,1
37,799,1,1,3,623,2,0,59,3,3,4,7491,23848,4,0,17,3,4,0,12,3,4,6,5,1,2,0
46,1034,1,18,1,624,1,0,86,3,3,3,10527,8984,5,0,11,3,4,0,28,3,2,2,2,1,2,0
